KPN,Description,Type,Cost
201091,"Dell PowerEdge R540, 2x16GB RDIMM, 240GB SSD SATA",COMPUTER,4999.1
201090,"SDC Z758BLFQ Hi-Tower Frame Actuator, LH, 24VDC, 626",LOCKS,316.46
201089,"L-COM TFDL5089-500, Cat5e, CMX FR-TPE Jacket, Double Shielde",WIRE,814.99
201087,"Avigilon H4F-MT-NPTA1, NPT adapter for use with H4F cameras",CCTV,36.29
201086,"Avigilon 12.0-H4F-DO1-IR, 12.0 MP, Fisheye, 1.45mm f/2.2,  I",VIDCAMERA,653.15
201085,*Discontinued product,VIDCAMERA,1341.64
201072,"Middle Atlantic WMS-20, Wall Mount Shelf, 200lb, 21x14x17",CCTV,84.97
201071,"Cradlepoint TA3-650BLP4-N0N, NetCloud IoT 3yr IBR650B LP4",COMM,507.2
201070,Dell OptiPlex 7050 - SFF - I7-7700 256GB 16GB W10P,CCTV,1277.57
201069,AXIS Q3515-LV 1080P 9MM WDR IK10,VIDCAMERA,624.99
201068,Honeywell Plug In Wireless Chime & Push RCWL1051003/N,BUTTONS,26.5
201067,"D-Link DSL-520B, ADSL2+ Ethernet Modem",COMM,48.67
201065,"NVT NV-LNK-02, EC-Link Coaxial to Ethernet Media Converters",CCTV,219.99
201063,*Discontinued product,CCTV,0
201062,"Aiphone JPS-4AED, Intercom Kit (JP-DA, JP-4MED, PS-2420UL)",INTERCOM,1287.25
201061,*Discontinued product,READERS,0
201059,Cisco SG350-10P-K9-NA 10 Port Gigabit PoE Managed Switch,COMM,398.52
201055,Viking Access Entry System Surface Mount,INTERCOM,2070.6
201054,"Ganz ZN8-VD4M212-NIR Genstar IP 4MP, H.264/H.265, MJPE",VIDCAMERA,205.99
201053,BW-102BP Gray Panel Box,BOXES,165.71
201052,"W Box Tech 22 LED Monitor, HDMI, VGA, 1080P",PANELS,169.99
201051,*Discontinued product,READERS,398.99
201050,"Trigon Miniguard II, Flush Mount, 02A00406FM",INTERCOM,930.21
201048,"Flir FC-313-O-N, 25MM NTSC 30 Hz, 427-0093-83-00",VIDCAMERA,2828.6
201047,"W Box Tech. 32 LED Monitor, BNC, HDMI, VGA",COMPUTER,329.99
201045,INTERLOGIX    1  RECESSED STEELDR/WHITE SENSORS 1076W-N,SENSORS,10.5
201044,W BOX   0E-DC1651W10  3/8  PRESS FIT/RECESSED SENSOR CONTAC,SENSORS,9.99
201043,"AD-401 MS 70 FMK RHO PD LH 4B SCHLAGE ELECTRONIC SL LEVER,",LOCKS,1040.76
201038,AXIS P3224-V 720P 2.8-10DM NETWORK  CAMERA,VIDCAMERA,367.99
201037,CV4IP-16-8T,CCTV,372.46
201034,RCIELEV-1387-4A Aluminum Elevator Back Box for concealed Blu,BOXES,42.72
201033,Ad-Tran NetVanta 1550-24P RM Managed Switch PoE+ 17101524PF1,COMM,1357.82
201032,Avigilon H4A-DO-CLER1 | Clear Transparent Cover for H4A Outd,VIDCAMERA,36.4
201031,"Avigilon 3.0-H4A-DO1-IR-B | 3MP, WDR, LightCatcher, Day/Nigh",VIDCAMERA,654.38
201029,"Cisco SG350-28P-K9-A, 28-Port Gigabit PoE Managed Switch",COMM,747.5
201028,"INTERLOGIX TVB-5405, TRUVISION IP BULLET, 2.8-12MM, 12VDC",VIDCAMERA,670.24
201027,SPECO TECHNOLOGIES D16HT6TB 16 CHANNEL 1080P TVI & IP HYBRID,VIDRECORD,1421.3
201026,"Axis P1435-LE, FIXED IP CAMERA, 3- 10.5MM, IP66, 0777-001",VIDCAMERA,467.45
201024,V6U Backup USB Type-A Adapter SAFE #600095,COMM,17.6
201021,Logitech Wireless Combo MK520 Keyboard & Mouse,COMPUTER,53.56
201020,Samsung UN32N5300AF 5 Series 32 LED TV,CCTV,320.36
201019,"Avigilon H4-MT-CRNR1, Corner Mount Adapter",CCTV,68.48
201018,"Axis Q1941-E, 35MM, Thermal Camera, IP66, IP67",VIDCAMERA,2939.67
201016,*Discontinued product,CCTV,0
201015,"Exeltech EXE-17007, XP 1100 SINEWAVE INVERTER 48VDC",POWER,927.94
201013,"FLIR FC-WALL-00, FC Series Wall Mount",VIDCAMERA,63.19
201012,"FLIR FC-610-O-N, FC-610 O - 60MM, NTSC 30 HZ",VIDCAMERA,11240.81
201011,SDC AB23V 1 1/2X1  1/2X22 BRACKET 628,LOCKS,34.02
201010,SDC 1572V 628 DBL MAGLOCK EMLOCK HOLD FORCE,LOCKS,487.59
201009,AIPHONE AJ-LEBN SEMI FLUSH SUB W/PRIVACY,INTERCOM,48.99
201008,"RF Ideas HSG-PS Plastic Desk Stand for RW400 Reader, Black",READERS,24.58
201007,RF Ideas KT-AIRIDF-UU pcProx Enrolling Reader Starter Kit w/,READERS,375.65
201006,"Antaira LNP-C500G-T, 5 Port Gigabit POE+ Unmanaged Switch",COMM,341.61
201005,"APC SMT1500RM2UC, SMART UPS 1500VA LCD RM 2U",POWER,1013.19
201004,"APC SMC1500C, SMART UPS 1500VA",POWER,612.44
201003,"Trendnet TPE-224WS, 24 Port 10/100  Websmart POE Switch",COMM,296.65
201002,"Trendnet TPE-TG160G, 16 Port Gigabit POE+ Switch",COMM,277.46
201001,"Axis Q1942-E Thermal Camera 30FPS, 19MM Lens",VIDCAMERA,3708.46
200997,"Tycon RPAL48-180-1300, RemotePro 200W Solar Power System",POWER,6086.53
200996,"Antaira LNP-1202G-SFP-T, 12 Port POE+ Unmanaged Switch",COMM,831.27
200995,LINKSYS LRT214 BUSINESS GIGABIT VPN ROUTER,COMPUTER,133
200994,"Avigilon 320S-H4A-THC-BO24, Thermal Bullet, IP66, IK10, 9.1m",CCTV,2766.3
200993,"Avigilon 3.0C-H4A-BO1-IR-B, 3MP, WDR, Bullet, 3-9mm, IR",CCTV,626.16
200992,"Avigilon 320S-H4A-THC-BO12, Thermal Bullet, IP66, IK10, 18.0",CCTV,2938.29
200991,ULTIMATE WINDOW TAG 10PK    Nedap/Avi,CONTROL,5.19
200990,*Discontinued product,CONTROL,29.5
200989,BLE Mullion RDR w/AUX RDR INPUT ASSEMBLY,READERS,164.9
200988,"Panasonic WV-CW314L, IP66 IR LED Day/Night Fixed Camera",CCTV,471.5
200987,NAPCO GEM-RP1CAE2 LCD KEYPAD W/4ZN..,CONTACTS,104.7
200986,"Axis Q1941-E 7MM Thermal Camera, IP66, IP67",VIDCAMERA,2184.65
200985,NAPCO GEM-RECV32,CONTACTS,47.27
200983,NAPCO GEM-TRANS2 WRLS WNDW/DOOR TRNSMTR,CONTACTS,37.45
200982,Avigilon 1.0-H3M-DO1 | 1.0 Megapixel (720p) Outdoor Micro Do,VIDCAMERA,157.24
200981,"Samsung S27E450D LED Monitor, HD, 1080p, 27",COMPUTER,209.19
200980,"ViewZ VZ-19CMP CCTV LED Monitor, HD, BNC-VGA-HDMI, 19.5, 19",COMPUTER,251.99
200979,"ANTAIRA IMC-C1000-SFP-T, Gigabit Ethernet Media Converter",COMM,204.81
200978,"APC BE600M1, BACK-UPS 600VA, 120V, 7 outlet/1 USB",POWER,96.99
200977,"StarTech.com UNIRAILS1U, 1U Rack Mounting Rails",CCTV,88.13
200975,"Mean Well DR-15-24, DIN Rail Power Supply 480W 48V 10A",POWER,14.54
200974,"Mean Well DRP-480S-48, DIN Rail Power Supply 480W 48V 10A",POWER,258.3
200973,"Mean Well RSP-1000-48, Switching Power Supply 48V 21A 1008W",POWER,230.12
200971,US Robotics USR5637 56K USB Fax Modem - V6T,COMM,60.28
200969,NVT ECLINK SET OF 2,COMM,207.99
200968,NVT EC10 10 PORT SWITCH,COMM,943.39
200967,P5635 EMKII/PTZ/1080P/X30/IP66 W/ Wall Mount,VIDCAMERA,1365
200966,Ivision+ IVP-DU Video Door Phone Sub Station,COMM,114.25
200965,Ivision+ IVP-HU Handheld Video Master Station,COMM,148.62
200964,Honeywell DT8050 Dual Tech Motion Detector 53x72,SENSORS,94.99
200963,Cisco RV130W Wireless Router,CCTV,172.06
200960,20 DEGREE CAMERA MOUNT,CCTV,22.47
200959,Axis T94M02D Pendant Kit 5507-511,VIDCAMERA,94.71
200958,"HID pivClass RK40, Wall Switch with Keypad pivCLASS Reader",READERS,326.79
200957,Brother DK1234 Printer Adhesive Name Badge Labels 2.3x3.4,PHOTOID,20.35
200955,Dell 27  P2717H LED Monitor,CCTV,163.11
200954,RCI KAS001-TL2000 Surface Mount Panel with Arch Reader Stain,PHONES,373.73
200953,*Discontinued product,CCTV,0
200952,Hes 1006CLB 12/24VDC-630 Electric Strike Kit with J/KD/KM Fa,LOCKS,357.03
200951,Aiphone JP-DA Video Door Station,PANELS,194.75
200949,Cisco small business SG110-24HP - switch - 24 ports - unmana,VIDCAMERA,381.95
200948,"Antaira LNP-1204G-SFP-T, 12P PoE+ Gigabit Unmanaged Switch",COMM,860.79
200947,"Antaira SDR-960-48, 960W Single Output DIN RAIL w/ PFC",POWER,843.5
200946,*Discontinued product,COMM,1404.96
200945,"Antaira DR-120-48, 120W DIN Rail Pwr Sup, 48VDC/2.5A",POWER,86.92
200944,"Tycon UPS-ST12-200, UPS 12VDC 204Ah GEL Batt 144W 2400VA",POWER,1371.96
200943,Altronix BL4,POWER,1.58
200942,"Altronix AL400ULACMCB, Pwr Sup/Charger, 8 Out, 12/24VDC @ 4A",POWER,262.37
200941,"Avigilon 9W-H3-3MH-DC1 | 3x3 MP, In-Ceiling Multisensor Came",VIDCAMERA,1153
200940,Cisco SF302-08MPP 8P Rack Mounted Switch,COMM,304.48
200939,"TruVision TVP-3104, Interlogix IP PTZ Dome, Outdoor, 2MP",CCTV,1179.02
200938,AXIS 8MP/P3707PE/360/MULT-SENS/IP67,CCTV,551.57
200937,Apacer AP-CF008GLANS-ETNRG 8 GB Industrial SD Card,COMPUTER,74.63
200935,Ubiquti 3GHz airFiberX Dish 26dBi Slant 45,COMM,260
200934,Ubiquti AF-3X-US 3GHz airFiberX PtP 500Mbps+ Radio US,COMM,727
200933,Cisco SG300-28PP 28 Port Gigabit PoE+ Managed Switch,COMM,749.55
200932,13 DEGREE MOUNT CV181,CCTV,38.08
200931,"DSI - DR MGMT ALRM,RIM W/CYL W/TMPR D2-ES420K3T1",CONTROL,276.99
200930,"Brother QL-810W, Direct Thermal Label Printer",COMPUTER,157.13
200929,"LG 43LV340C, 43 Class (42.5 viewable) LED TV",CCTV,560.96
200928,"Avigilon 12W-H3-4MH-DO1-B 4x3 MP, Outdoor Multisensor Camera",VIDCAMERA,1287
200927,"Corbin Russwin CL33903 Cylindrical Lockset, NZD, 626, 24AD,",LOCKS,351.56
200922,"CHV001-150605GS-1-BB, Battery Mount Bracket Cover For CMS4HD",CCTV,18.52
200921,"CHV001-150605GS-1-SP, Battery Sub Plate For CMS4HD Box",CCTV,21.39
200920,"Black Box JPM455C-R2, Fiber Patch Panel Adapter",CCTV,45.91
200919,"Black Box JPM398A, Din Rail Fiber Enclosure",CCTV,103.73
200918,Altronix AL400ULX 4Amp Power Supply Complete with Enclosure,POWER,199.42
200917,"Avigilon 3.0C-H4A-D1-IR, 3MP Indoor Dome, 3-9mm, IR",CCTV,534.22
200916,Amake 4G LTE Antenna TS9 Conn. Outdoor Signal Booster Amplif,COMM,24.24
200915,"StarTech S351BU313, USB 3.1 (10Gbps) Enclosure for 3.5” SATA",COMPUTER,56.07
200914,"Antaira LNP-0500G-T, 5-Port PoE+ Unmanaged Switch",COMM,383.32
200913,"Exeltech XP 1100-48, Sinewave Inverter, 48VDC",POWER,932.95
200912,SCH L9453PEU L/B 24V,LOCKS,370.24
200911,PSU POWER BOX PX53-14A,POWER,237.88
200910,"Tycon RPSTL12-400-320, REMOTEPRO 80W SOLAR POWER SYSTEM",POWER,2868.93
200909,"TruVision TVD-5402, IP MINI DOME, H.264,3.0MPX,2.8-12MM",CCTV,521.49
200908,"Ganz ZN-M4NFN3L, Indoor IP Mini IR Dome w/ 2.8mm Lens",CCTV,175.23
200907,"Ganz ZN-NH22XE, IP Box Camera",CCTV,408.71
200906,"Ganz NR1-16F26S-15TB, 16 Channel Embedded NVR, 15TB",VIDRECORD,2342.83
200905,"Trigon MINIGUARD II, Weather Mount 02A00406-1000",PHONES,885.99
200904,"Axis Q3709-PVE Network Cameras, 180 Deg, 30 FPS, 33MP, IP66",VIDCAMERA,1857.11
200902,"Ganz ZC-DWNT8312NXA Outdoor 700 TVL Analog Dome, WDR, 3.3-12",VIDCAMERA,166.41
200901,"Altronix ACM8 Access Power Controller Board, 8 fused trigger",POWER,69.52
200900,"KBC DRP240-48, DIN Rail POE Power Sup, 240W/48V",COMM,153.32
200899,"Mean Well SDR-240-48, AC-DC DIN Rail Power Sup, 48VDC/5A",COMM,218.12
200898,"Antaira LNP-800AGH-T, 8 Port PoE+ Unmanaged Switch",COMM,477.42
200897,"Antaira LNP-0702G-SFP-T, 7 Port PoE+ Unmanaged Switch",COMM,465.86
200896,"Antaira LNP-1002G-SFP-T, 10 Port POE+ Unmanaged Switch",COMM,689.08
200895,"Axis P3375-VE Network Camera 1080P, FXD, DAY/NIGHT 10MM",VIDCAMERA,701.71
200894,Antaira LNX-500A 5 Port 10/100TX Slim Ethernet Switch UNM,COMM,90.28
200892,"Flir FC-313 Thermal Infrared Imaging Camera - Outdoor, 320x2",VIDCAMERA,2249.51
200878,Seagate Expansion Desktop STEB3000100 Hard Drive 3TB USB 3.0,COMPUTER,274.73
200876,Electric Transfer Hinge Eth4w4545-626,LOCKS,66.65
200875,"Zebra DS9308, Hands-Free Barcode Scanner",COMM,415.84
200874,"Avigilon VMA-RPA-4P4-NA ACC ESA Recorder, 4-port, 4TB, RPO-N",VIDRECORD,2609.86
200873,"Axis M5525-E PTZ Out/In Network Camera 1080P, 30FPS",VIDCAMERA,798.6
200872,BEA 10FILLER34UL 3/4 Filler Plate for BEA UL Mag,LOCKS,13.66
200871,BEA 10FILLER12UL 1/2 Filler Plate for BEA UL Mag,LOCKS,11.5
200870,BEA 10UBRACKETUL Herculite Door Bracket for BEA UL 600 & 120,LOCKS,40.4
200869,BEA 10LZBRMAG3UL LZ Top Jamb Bracket for BEA UL Mag,LOCKS,37.39
200868,"Axis F41 Main Unit, 0658-001",CCTV,364.27
200867,SCHLAGE FE410F ADD NEP-716 LAT-619,LOCKS,198.18
200866,"HD-TVI 2MP Mini-Turret Color Camera, 2.9mm fixed lens, Dark",VIDCAMERA,104.99
200865,Adams Rite 7430-628 EL Strike FS/NFS Selectable Satin Alumin,LOCKS,146.5
200864,"Trendnet TI-G80, 8-Port Hardened Gigabit DIN-Rail Switch",COMM,136.39
200863,"Mount-It FMU Anti-Theft iPad Table Mount, Full Motion Univer",COMM,261.56
200862,"Tripp Lite B032-HUA2 USB/HD Cable KVM Switch, 2-port, 1920x1",COMM,64.14
200861,"Alarm Controls TS-12, Vandal-Resistant Push Button",BUTTONS,70.47
200860,Apple MK0W2AM/A Lightning to USB 3 Camera Adapter,TEST,39
200859,"Apple MP2F2LL/A iPad, Wi-Fi, 32 GB, Space Gray",PANELS,346.99
200858,Apple MC704LL/A USB Ethernet Adapter,TEST,29
200857,"StarTech CABSHELFV, 2U 16in Vented Rack Mnt Cantilever Shelf",CCTV,42.21
200854,"NORTHERN TVIBXWDR, HD-TVI / 960H, 1080p, True WDR Box Camera",CCTV,109.99
200853,40 DEGREE DOME CAMERA MOUNT,CCTV,36.26
200852,30 DEGREE DOME CAMERA MOUNT,CCTV,35.57
200849,Startech LTD SV231USB 2-Port KBM Switch,COMM,67.01
200848,"Axis M3047-P, 360 Panoramic Mini Dome 0808-001",CCTV,363.57
200847,"Axis F34 Main Unit, 0778-001",CCTV,309.51
200846,"Enclosure, Salto, Raw",BOXES,256
200845,SDC UB11X Universal Header Bracket 313 (Dark Bronze),LOCKS,49.5
200844,SDC TJ81X Top Jamb Bracket Mount Kit 313 (Dark Bronze),LOCKS,104
200843,"Aiphone SBX-ISDVFRA, Stainless Steel Surface Mount Box",INTERCOM,69.99
200842,"Aiphone IS-SS-2RA-R, Flush Mount Audio Door Station",INTERCOM,601.01
200841,HES 503-630 5000 Series Faceplate 7/8 RND CNR 6 7/8 Round,LOCKS,24.46
200840,EXPRESSHD ROUND JUNCTION BOX,CCTV,4.95
200839,BEA 10MAGLOCK3ULDS 600LB Maglock w/DPS & MBS,LOCKS,135.88
200838,4.0X4.0 USD BB1279 Electric Hinge,LOCKS,63.14
200837,SCHALAGE L9092PEU 17A 626,LOCKS,370.21
200836,3MP/VANDM/IR/3-12M/-30C/IP66  HX-OD32V  Hikvision,VIDCAMERA,517.99
200835,2MP/VANDM/2.8-12MZ/WDR/IR/IP66 HX-OD2722VZ Hikvision,VIDCAMERA,120.99
200834,700T 2.8-12MM OUT DOME 12/24V HD4D3H Honeywell,VIDCAMERA,132.99
200833,700T 2.8-12MM N/IR DOM 12/24V HD262H Honeywell,VIDCAMERA,103.99
200832,Securitron FMK-SL Flex Mount Kit for Sliding Gate,EXIT DVC,57.5
200827,"NV-NVPS5560W     55VDC POWER SUPPLY, 60WATTS",POWER,50.39
200826,"Altronix SAV-9D 9out, 12VDC, 5A, PTC CCTV Power Supply",POWER,95.91
200825,"PRD-1069, Table Top Check-In Reader w/ Annunciator",READERS,239.1
200824,NVT NV-EC1701U-KIT1 Single Device Ethernet over 2-wire Eo2 T,COMM,570.89
200823,"Tripp Lite SMART2200RM2U Smart UPS, Sine Wave, 1920W, 2U, Ra",POWER,887.23
200822,"AXIS T94T01D, Pendant Kit 5505-871",CCTV,43.07
200821,*Discontinued product,CCTV,137.97
200820,Startech MCM1110MMLC GigaBit Ethernet Fiber Media Converter,COMM,112.05
200819,CVNVR RECORDER,CCTV,171.35
200818,CVVIEW,CCTV,420
200817,"L-Com NB141207-10V, 14x12x7 Vented Weatherproof Enclosure",CCTV,338.55
200814,Pelco IME129-1ES Sarix Vandal Resistant Mini Dome with Surev,VIDCAMERA,514.09
200813,Tuxen ASSO 9218335 UPASS TARGET WEATHER HOOD,SPECIAL,244.46
200812,Tuxen ASSO 5626595 READER POLE MOUNT KIT,SPECIAL,170.15
200811,Tuxen ASSO 9217371 UHF UPASS TARGET - UP TO 30 FT,READERS,2897.84
200810,"AXIS T91B51, Ceiling Mount 5507-461",CCTV,86.87
200809,"AXIS T94B02D, Pendant Kit 5507-361",CCTV,190.89
200808,"HID 6005-111, HID ProxPoint Plus Cover",READERS,9.57
200807,"HES 852L-630, Faceplate Option Kit for HES 8500 Strike",LOCKS,21.79
200806,Transitions SISPM-1040-362-LTR 6port (4port PoE+) Switch,COMM,748.44
200805,LG 43LV340C LV340C Series 43 LEDT TV,PANELS,525.21
200804,"Altronix ALTV248175UL, Power Sup, 8 Fused Out, 24/28VAC, 7.2",CCTV,95.2
200803,"Western Digital WD121KRYZ, Gold Enterprise-Class HD, 12TB",COMPUTER,321.74
200802,"Avigilon 2.0C-H4SL-D1-IR | 2.0MP, WDR, LightCatcher, Day/Nig",VIDCAMERA,250.01
200801,"Axis M3037-PVE, 5MP Network Camera",VIDCAMERA,781.79
200800,"Cisco SG110-16HP, 16 Port Unmanaged Gigabit (8P)POE Switch",CCTV,315.96
200799,ViewSonic VP3268-4K 32 LED Monitor,PANELS,836.13
200798,"Ubiquiti TouchSwitch TS-5-POE, 5 Ports, Managed",COMM,94.76
200797,ExpressHD 2MP 2.8-12mm Motorized Varifocal Bullet Camera,CCTV,37.21
200796,EXPRESSHD RECORDER 4T,CCTV,200.88
200795,"SAFE 1275-SRDR, “Reader Only” KZMM Enclosure",BOXES,205.5
200794,"Cisco SG500-28MPP, Gigabit Managed POE Switch",CCTV,1186.36
200793,*Discontinued product,COMM,178.96
200791,ExpressHD 2MP 3.6mm Fixed Lens Mini Dome,CCTV,23
200790,"V6T-8 Kit, Electronics and Cables",BOARDS,240.7
200789,SDC 1571VD Mag Lock,LOCKS,297.61
200788,"HK1BS Faceplate only for ESK1 Exit Device, Brushed Stainless",LOCKS,233.35
200787,"Avigilon 3.0C-H4SL-D1 | 3MP, WDR, LightCatcher, Day/Night, I",VIDCAMERA,297.39
200786,"Avigilon 3.0C-H4SL-BO1-IR | 3MP, WDR, LightCatcher, Day/Nigh",VIDCAMERA,344.84
200785,ExpressHD Recorder,CCTV,480
200784,"Ubiquiti AMO-5G10 5GHz Airmax Dual Omni, dBi, 360 deg",COMM,133.05
200783,"HIC-920PMNNEKEA003 1.0 RDR, RP40, MULTICLASS, SE E, LF STD,",READERS,232.99
200782,Axis F1005-E Sensor Unit 12M 0676-001,VIDCAMERA,210.97
200781,Trendnet TI-F11SFP Hardened Industrial 100/1000 Base-T to SF,COMM,115
200780,"Aiphone IS-IPDVF, SS, Flush Mount Video Door Station",COMM,682.52
200779,RP40 Multiclass  920LTNNEK00017,READERS,212.99
200778,"Antaira SFP-M (-M2 -T) Gigabit Ethernet SFP Tranceiver, Mult",COMM,34.74
200777,"Antaira DRP-480S 480W Industrial DIN Rail Power Supply, PFC,",POWER,254.69
200776,"Antaira LNP-1604G-SFP (-T) 16P Unmanaged Gb Ethernet Switch,",COMM,957.13
200775,"APC SMT2200RM2U Smart-UPS 2200VA, LCD, RM, 2U, 120V",POWER,1209.94
200774,"Avigilon 2.0-H4SL-D1 | 2.0 MP, WDR, LightCatcher, Day/Night,",VIDCAMERA,249.77
200773,"Tripp-Lite SMART1500LCD, 120V, 1500VA UPS Rack/Tower, 8 Outl",POWER,351.56
200772,"SES RPMUI, Multi Unit Interface (MUI) Board",PHONES,92.93
200771,"Securitron MUNL-12 UNLATCH 12VDC, use with mortise lock",LOCKS,312
200770,"Cisco SG500-28P, 28-Port Gigabit Ethernet Switch",CCTV,898.75
200769,"Cisco SG500-52P, 52-Port Gigabit Ethernet Switch",CCTV,1613.59
200768,Aiphone IS-IPMV Video Master Station,INTERCOM,1042.11
200767,"AWID SR-2400, Mullion Prox Reader",READERS,66.77
200765,"Viking E-70-SS-EWP, 2G Phone w/Built-In Card Reader",PHONES,553.31
200764,"KK-3, 1G, Custom Color",KEYPD/SW,73.87
200762,QSCAN-T-0G0-OR Barcode Scanner for Turnstiles with optio,READERS,901.4
200760,iVision+ IVP-GU Gateway Unit,COMM,113.3
200759,Trendnet TI-M6024 Din Rail 24V 60W Power Supply for TI-G50,POWER,40.69
200758,Avigilon 1.3C-H4SL-D1 | 1MP 3-9mm Indoor Dome Camera,VIDCAMERA,230.48
200757,"Avigilon 2.0C-H4SL-BO1-IR | 2MP, 3-9mm Bullet Camera +IR",VIDCAMERA,289.24
200756,"Cisco Small Business RV320 Desktop Router, CDW#3071586",COMM,208.96
200755,"Transition Networks SISPM1040-384-LRT-C PoE+ Switch, CDW #47",COMM,1063.58
200754,"Transition Networks 25104 Power Adapter, 240 Watt, CDW# 2567",POWER,344.86
200753,Axis T94B02M J-Box/Gang Box Mount Plate,CCTV,19.07
200752,Axis T94F01M J-Box/Gang Box Mount Plate,CCTV,28.47
200751,"Avigilon VMA-AS2-8P4 HD Video NVR, 8-Port 4TB",VIDRECORD,1647
200749,Aiphone IS-RACK Tray for IS-PSU,INTERCOM,69.95
200744,"Middle Atlantic FD-18, Solid Front Door, 18 RU",CCTV,110.99
200743,VERACITY POE EXTENDER OUTREACH MAX XT VOR-ORM-XT,CCTV,241.08
200742,Avigilon 2.0C-H4A-D1-IR 2.0 MEGAPIXLE (1080P) WDRLIGHT CATCH,VIDCAMERA,169.99
200741,Ganz ZNAJB3A Junction Box for 5MP Bullet,VIDCAMERA,39.89
200740,"Ganz ZNB5DMP58HE 3MP Bullet, 3-10.5 P-Iris, T-DN, T-WDR",VIDCAMERA,550.9
200739,"Axis P5624-E MK II PTZ Network Camera 360 pan, HDTV 720p",VIDCAMERA,1997.67
200738,"SDC,   AB03V ,  1.5X1.5 X8.5  ANGLE BRACKET FOR SINGLE MAG 1",LOCKS,22
200737,"Folger Adams 310-1, 3/4, 24VDC, Fail Safe, LCBMA",LOCKS,440.76
200736,"Folger Adams 310-1, 3/4, 24VDC, Fail Secure, LCBMA",LOCKS,401.58
200735,"Folger Adams 310-1, 1/2, 24VDC, Fail Safe, LCBMA",LOCKS,412
200734,Axis Q3708-PVE 180 Degree 15MP WDR 0801-001,VIDCAMERA,1722.79
200730,"Samsung SCB-5003 Analog Box Camera, 1/3 1.3MP",VIDCAMERA,139.49
200729,Cisco C2G SFP-10G-SR SFP+ Tranceiver Module TAA,COMM,292.33
200727,"AWID LR-MB-0-0 Mounting Bracket for LR-2000, Pan-Tilt",SPECIAL,53.9
200726,"Middle Atlantic QTFP-2, Quiet Fan Panel Assmbly-2 Fans",CCTV,101.75
200725,"Middle Atlantic LATCH, Installed Door Latch",CCTV,11.13
200724,"Middle Atlantic EVFD-8, Slotted Vented Door F/ ESR Series",CCTV,112.99
200723,"Middle Atlantic EB1, 1U Blank Panel",CCTV,5.5
200722,"Middle Atlantic DWR-RR8, 8 Space Rear Rail Kit For EWR",CCTV,23.31
200721,"Middle Atlantic EWR-8-22, 8 Space 25 Deep Economy Wall Rack",CCTV,255.99
200720,*Discontinued product,CCTV,118.99
200719,"Middle Atlantic EB2, 2U Blank Panel",CCTV,7.62
200718,"Middle Atlantic U1, U Series 1U Universal Rack Shelf",CCTV,47.24
200717,"Middle Atlantic LB-2A-A, L Shaped Lacing Bar 2 Offset",CCTV,4.69
200716,"Middle Atlantic SBX-7, Wall Mount Rack Cabinet",CCTV,218.35
200715,Veracity VLS-1P-C SGL Longspan Converter W/PoE Out,COMM,239.99
200714,Veracity VLS-1-PB Single Longspan Convertor,COMM,239.99
200713,HIC-920PMNNEKMA003,READERS,217.45
200712,"Avigilon VMA-RPO-4P4-NA | ACC ES HD Recorder 4-port 4TB, PRO",VIDRECORD,1070.07
200711,"Avigilon 2.0C-H4SL-DO1-IR | 2MP, WDR, Lightcatcher, Day/Nigh",VIDCAMERA,314.67
200710,Trendnet TI-S12048 Din Rail 48V 120W Power Supply,COMM,78.96
200709,Trendnet TI-MGBSX Hardened MINI-GBIC Multi-Mode 100-Base-FX,COMM,32.72
200708,"Trendnet TI-G102 10P Industrial Gigabit Din Rail Switch, Har",COMM,280.48
200707,AccessPoint 001414 KeySafe Slimline Push Button Combo Lock B,BOXES,32.52
200706,"Axis Q1615-E MKII 1080P, LWLIT, IP66 Network Bullet Camera",VIDCAMERA,1112
200705,"UPS , SMART1500LCD, , 1500VA 2U RACK OR TOWER WITH LCD",CCTV,212
200704,"RP40 MULTICLASS SE 920PTNNEK00000 PRX, WIEG, PIG, BK",READERS,219.07
200702,*Discontinued product,CONSUMABLE,16.49
200701,CMS4HD-Solar,CCTV,4699
200700,WD Gold WD8002FRYZ 8TB Datacenter HDD SATA 6Bb/s,COMPUTER,374.02
200699,Samsung mz-75e250b/AM 850 EVO 250 GB Internal SSD,COMPUTER,127.93
200698,"Avigilon 8.0-H4A-DP1 | 4K UHD 8MP, H4 HD Pendant Dome, 4.3-8",VIDCAMERA,841.96
200697,Avigilon H4A-MT-WALL1 | WMB for H4A pendant dome cameras,CCTV,39.11
200696,"Panasonic WV-SFV631LT, OUTDOOR VANDAL 1080P, IR LED 9-22MM",CCTV,949.84
200693,Axis T91B63 Network Camera Ceiling Mount 5504-641,CCTV,92.08
200692,"Pelco ERD2200 Outdoor Coaxitron Receiver, NTSC/PAL",BOXES,772.34
200688,Hirschmann Spider II Giga 5T EEC PRO Rail Switch,COMM,247.72
200687,"Avigilon 3.0-H4SL-BO1-IR | 3MP, WDR, Lightcatcher, Day/Night",VIDCAMERA,345.91
